CSE,owner,35,california
M_user_91571,user,57,HA
S_user_91572,user,78,TE
H_user_91573,user,57,KA
C_user_91574,user,68,WA
Z_user_91575,user,59,IN
G_user_91576,user,84,MI
I_user_91577,user,30,WE
R_user_91578,user,92,HA
K_user_91579,user,24,WA
Z_user_91580,user,44,MO
F_user_91581,user,49,AR
R_user_91582,user,41,AL
G_user_91583,user,48,NE
A_user_91584,user,91,SO
L_user_91585,user,12,NE
H_user_91586,user,29,CO
V_user_91587,user,74,RH
D_user_91588,user,72,WY
N_user_91589,user,72,ID
P_user_91590,user,24,VI
F_user_91591,user,92,LO
W_user_91592,user,90,TE
B_user_91593,user,45,VE
C_user_91594,user,66,FL
D_user_91595,user,22,WE
D_user_91596,user,60,VE
L_user_91597,user,48,MI
W_user_91598,user,79,CA
M_user_91599,user,41,WY
A_user_91600,user,16,ID
Z_user_91601,user,76,LO
M_user_91602,user,87,WA
N_user_91603,user,37,DE
F_user_91604,user,21,IL
U_user_91605,user,76,PE
U_user_91606,user,40,DE
G_user_91607,user,39,NE
T_user_91608,user,87,AR
B_user_91609,user,85,WA
H_user_91610,user,26,NO
R_user_91611,user,16,NE
J_user_91612,user,58,FL
G_user_91613,user,73,ID
R_user_91614,user,70,AR
Y_user_91615,user,58,GE
E_user_91616,user,74,WY
C_user_91617,user,94,KE
G_user_91618,user,91,IL
P_user_91619,user,37,MA
V_user_91620,user,74,CO
T_user_91621,user,54,RH
N_user_91622,user,37,OR
N_user_91623,user,55,MA
D_user_91624,user,55,AL
W_user_91625,user,80,OK
V_user_91626,user,99,VI
S_user_91627,user,58,MO
X_user_91628,user,65,MI
H_user_91629,user,84,IL
R_user_91630,user,92,MI
Q_user_91631,user,56,OK
F_user_91632,user,93,WI
E_user_91633,user,93,KA
D_user_91634,user,95,MA
T_user_91635,user,65,NE
G_user_91636,user,42,MI
I_user_91637,user,47,CA
H_user_91638,user,61,MA
Q_user_91639,user,36,OK
A_user_91640,user,86,MI
M_user_91641,user,56,AR
J_user_91642,user,92,VE
U_user_91643,user,59,WI
L_user_91644,user,12,NE
W_user_91645,user,60,UT
R_user_91646,user,26,NE
W_user_91647,user,56,SO
C_user_91648,user,77,DE
B_user_91649,user,81,KA
G_user_91650,user,83,NE
H_user_91651,user,77,WA
L_user_91652,user,24,VI
T_user_91653,user,74,WE
D_user_91654,user,48,MA
A_user_91655,user,42,WE
Q_user_91656,user,23,MI
N_user_91657,user,47,NE
L_user_91658,user,61,NE
G_user_91659,user,15,AL
P_user_91660,user,96,CO
M_user_91661,user,65,KA
C_user_91662,user,15,WI
X_user_91663,user,73,MA
W_user_91664,user,77,NE
U_user_91665,user,52,AL
H_user_91666,user,71,NE
H_user_91667,user,17,WA
E_user_91668,user,96,KE
A_user_91669,user,46,TE
B_user_91670,user,86,IO
U_user_91671,user,71,AR
V_user_91672,user,30,NE
S_user_91673,user,45,PE
M_user_91674,user,54,VI
R_user_91675,user,21,FL
V_user_91676,user,96,NE
P_user_91677,user,54,TE
X_user_91678,user,42,WI
X_user_91679,user,15,AR
X_user_91680,user,32,UT
E_user_91681,user,80,MI
M_user_91682,user,66,ID
V_user_91683,user,64,MA
U_user_91684,user,62,VE
T_user_91685,user,71,RH
Z_user_91686,user,78,VE
D_user_91687,user,96,NE
O_user_91688,user,79,CO
R_user_91689,user,61,UT
P_user_91690,user,46,MI
R_user_91691,user,89,NE
P_user_91692,user,62,NO
Y_user_91693,user,35,MO
J_user_91694,user,35,GE
F_user_91695,user,72,CO
Z_user_91696,user,58,TE
W_user_91697,user,38,MI
Z_user_91698,user,29,HA
C_user_91699,user,49,NE
Z_user_91700,user,20,RH
O_user_91701,user,13,GE
J_user_91702,user,88,AR
L_user_91703,user,67,NE
A_user_91704,user,76,WE
N_user_91705,user,31,WY
U_user_91706,user,68,HA
R_user_91707,user,98,IN
D_user_91708,user,31,ID
A_user_91709,user,50,IO
S_user_91710,user,97,KE
Q_user_91711,user,74,TE
A_user_91712,user,63,MA
S_user_91713,user,71,GE
T_user_91714,user,13,NO
M_user_91715,user,57,LO
X_user_91716,user,23,SO
G_user_91717,user,98,PE
T_user_91718,user,19,IO
H_user_91719,user,53,UT
A_user_91720,user,98,RH
B_user_91721,user,78,MA
V_user_91722,user,64,NO
J_user_91723,user,76,OH
E_user_91724,user,87,LO
M_user_91725,user,30,CA
M_user_91726,user,68,NE
U_user_91727,user,19,AL
X_user_91728,user,50,MA
D_user_91729,user,54,IL
R_user_91730,user,51,MA
G_user_91731,user,61,IN
X_user_91732,user,82,AR
V_user_91733,user,16,MA
G_user_91734,user,46,LO
R_user_91735,user,28,ID
Q_user_91736,user,35,VE
I_user_91737,user,58,CO
X_user_91738,user,58,WA
D_user_91739,user,22,SO
C_user_91740,user,56,MA
Y_user_91741,user,14,CO
P_user_91742,user,28,WI
C_user_91743,user,22,MI
K_user_91744,user,15,TE
E_user_91745,user,91,AR
I_user_91746,user,22,MA
H_user_91747,user,75,CO
B_user_91748,user,56,FL
J_user_91749,user,39,AL
H_user_91750,user,25,RH
I_user_91751,user,78,AR
J_user_91752,user,83,SO
E_user_91753,user,78,SO
L_user_91754,user,49,TE
A_user_91755,user,60,NE
M_user_91756,user,54,NE
O_user_91757,user,21,OH
C_user_91758,user,63,VE
E_user_91759,user,99,MI
V_user_91760,user,96,NE
W_user_91761,user,24,CA
F_user_91762,user,46,SO
W_user_91763,user,65,HA
B_user_91764,user,29,PE
E_user_91765,user,90,IL
J_user_91766,user,93,WI
G_user_91767,user,24,MA
H_user_91768,user,31,VI
C_user_91769,user,43,MI
M_user_91770,user,20,MA
T_user_91771,user,77,WA
W_user_91772,user,45,LO
F_user_91773,user,76,CA
T_user_91774,user,30,IL
D_user_91775,user,63,MI
Q_user_91776,user,82,NE
V_user_91777,user,62,IL
V_user_91778,user,74,OR
D_user_91779,user,20,MO
D_user_91780,user,37,SO
I_user_91781,user,58,IO
V_user_91782,user,63,OK
K_user_91783,user,15,CA
F_user_91784,user,41,PE
T_user_91785,user,18,IL
B_user_91786,user,67,ID
K_user_91787,user,29,WI
X_user_91788,user,80,AL
I_user_91789,user,69,AL
O_user_91790,user,87,MI
X_user_91791,user,63,IN
E_user_91792,user,97,CA
A_user_91793,user,80,KE
X_user_91794,user,98,MA
N_user_91795,user,49,NO
W_user_91796,user,18,MI
B_user_91797,user,64,WE
B_user_91798,user,95,NE
G_user_91799,user,41,MA
X_user_91800,user,28,KA
S_user_91801,user,69,NO
E_user_91802,user,77,SO
O_user_91803,user,43,PE
D_user_91804,user,91,KA
P_user_91805,user,97,KE
J_user_91806,user,67,HA
B_user_91807,user,40,AL
U_user_91808,user,94,MA
D_user_91809,user,15,MA
Y_user_91810,user,29,NE
O_user_91811,user,79,RH
N_user_91812,user,57,VI
K_user_91813,user,54,WY
N_user_91814,user,38,NE
U_user_91815,user,43,HA
Z_user_91816,user,53,AR
J_user_91817,user,13,SO
A_user_91818,user,83,RH
N_user_91819,user,91,OH
V_user_91820,user,80,NE
S_user_91821,user,90,NO
P_user_91822,user,65,UT
C_user_91823,user,32,NE
X_user_91824,user,23,DE
M_user_91825,user,99,OR
L_user_91826,user,35,WI
H_user_91827,user,66,LO
C_user_91828,user,69,OH
S_user_91829,user,78,PE
A_user_91830,user,67,KA
U_user_91831,user,99,WE
L_user_91832,user,38,RH
W_user_91833,user,68,IL
O_user_91834,user,83,MA
F_user_91835,user,44,NO
N_user_91836,user,29,NO
V_user_91837,user,49,VE
L_user_91838,user,80,NE
U_user_91839,user,22,UT
X_user_91840,user,62,MO
O_user_91841,user,31,MI
W_user_91842,user,51,MI
G_user_91843,user,55,MA
S_user_91844,user,57,NE
M_user_91845,user,97,KA
H_user_91846,user,52,RH
E_user_91847,user,22,CO
W_user_91848,user,84,CO
T_user_91849,user,19,WA
V_user_91850,user,85,IN
B_user_91851,user,50,AR
S_user_91852,user,28,MO
T_user_91853,user,39,IO
Q_user_91854,user,16,UT
B_user_91855,user,21,HA
T_user_91856,user,39,AL
J_user_91857,user,12,AR
Y_user_91858,user,85,WY
A_user_91859,user,54,IN
K_user_91860,user,73,OK
B_user_91861,user,24,MI
L_user_91862,user,50,DE
D_user_91863,user,99,TE
R_user_91864,user,98,AR
W_user_91865,user,53,IO
X_user_91866,user,17,OK
O_user_91867,user,52,HA
U_user_91868,user,40,TE
C_user_91869,user,63,GE
R_user_91870,user,40,IO
S_user_91871,user,92,LO
A_user_91872,user,22,WI
H_user_91873,user,36,IN
H_user_91874,user,40,HA
P_user_91875,user,74,CA
Q_user_91876,user,25,KE
C_user_91877,user,45,AL
C_user_91878,user,61,MA
A_user_91879,user,37,NO
L_user_91880,user,43,OR
U_user_91881,user,57,TE
N_user_91882,user,45,CA
K_user_91883,user,15,PE
A_user_91884,user,69,GE
N_user_91885,user,82,NE
L_user_91886,user,96,OK
C_user_91887,user,40,NE
P_user_91888,user,70,NO
Y_user_91889,user,15,MA
N_user_91890,user,76,WE
Z_user_91891,user,66,NE
Y_user_91892,user,35,DE
C_user_91893,user,89,WA
C_user_91894,user,43,VE
T_user_91895,user,60,CO
E_user_91896,user,50,WE
J_user_91897,user,82,WI
E_user_91898,user,42,OH
B_user_91899,user,15,KA
Y_user_91900,user,16,DE
I_user_91901,user,24,CA
A_user_91902,user,24,MA
I_user_91903,user,78,TE
E_user_91904,user,51,OK
A_user_91905,user,17,TE
A_user_91906,user,64,VE
E_user_91907,user,91,MI
Z_user_91908,user,12,AR
C_user_91909,user,94,TE
S_user_91910,user,60,MO
M_user_91911,user,60,KE
Z_user_91912,user,92,WE
Q_user_91913,user,50,NE
Q_user_91914,user,87,MI
Z_user_91915,user,76,FL
P_user_91916,user,42,NE
L_user_91917,user,85,PE
S_user_91918,user,62,MI
W_user_91919,user,93,PE
D_user_91920,user,39,GE
Z_user_91921,user,25,AL
I_user_91922,user,67,AL
L_user_91923,user,90,KA
V_user_91924,user,31,HA
P_user_91925,user,94,NE
K_user_91926,user,71,KA
O_user_91927,user,35,WA
O_user_91928,user,60,SO
W_user_91929,user,17,WA
O_user_91930,user,83,MA
N_user_91931,user,98,ID
R_user_91932,user,80,KA
D_user_91933,user,24,MA
F_user_91934,user,35,MI
M_user_91935,user,42,NO
Y_user_91936,user,31,NO
L_user_91937,user,50,SO
N_user_91938,user,70,AL
K_user_91939,user,46,VE
G_user_91940,user,23,NE
Z_user_91941,user,50,AR
L_user_91942,user,13,VI
K_user_91943,user,62,CO
C_user_91944,user,69,FL
S_user_91945,user,50,MO
G_user_91946,user,39,MO
S_user_91947,user,30,KA
V_user_91948,user,77,GE
B_user_91949,user,53,MA
W_user_91950,user,93,SO
A_user_91951,user,81,AL
S_user_91952,user,22,KE
T_user_91953,user,93,NE
U_user_91954,user,16,NE
K_user_91955,user,75,GE
F_user_91956,user,64,NE
W_user_91957,user,67,ID
I_user_91958,user,68,NO
M_user_91959,user,76,RH
U_user_91960,user,19,CA
I_user_91961,user,70,IN
F_user_91962,user,56,MA
R_user_91963,user,87,NE
M_user_91964,user,29,VI
P_user_91965,user,27,FL
X_user_91966,user,61,AL
R_user_91967,user,73,NO
M_user_91968,user,39,SO
C_user_91969,user,27,AL
U_user_91970,user,80,WY
W_user_91971,user,71,MI
E_user_91972,user,29,MA
Q_user_91973,user,60,WA
M_user_91974,user,92,ID
H_user_91975,user,56,WI
H_user_91976,user,73,PE
C_user_91977,user,22,AR
Z_user_91978,user,80,MO
C_user_91979,user,33,LO
B_user_91980,user,27,GE
F_user_91981,user,29,VE
K_user_91982,user,34,OK
U_user_91983,user,16,GE
L_user_91984,user,15,HA
V_user_91985,user,39,NE
S_user_91986,user,22,KE
F_user_91987,user,63,SO
D_user_91988,user,27,MA
N_user_91989,user,28,PE
U_user_91990,user,61,NE
A_user_91991,user,33,WA
R_user_91992,user,51,AR
W_user_91993,user,83,OR
Z_user_91994,user,22,OK
D_user_91995,user,83,WI
F_user_91996,user,99,KE
L_user_91997,user,21,MO
N_user_91998,user,75,OK
T_user_91999,user,98,MI
X_user_92000,user,40,FL
X_user_92001,user,81,SO
D_user_92002,user,96,NE
Z_user_92003,user,66,CA
X_user_92004,user,19,CA
X_user_92005,user,23,FL
U_user_92006,user,87,DE
C_user_92007,user,37,WI
Q_user_92008,user,52,NO
J_user_92009,user,24,CO
G_user_92010,user,24,GE
M_user_92011,user,26,MA
D_user_92012,user,56,UT
P_user_92013,user,19,NE
J_user_92014,user,80,GE
O_user_92015,user,13,KE
C_user_92016,user,70,MA
A_user_92017,user,27,GE
X_user_92018,user,96,CO
T_user_92019,user,20,MO
G_user_92020,user,19,VE
Q_user_92021,user,13,UT
C_user_92022,user,15,OH
D_user_92023,user,17,IO
L_user_92024,user,64,DE
X_user_92025,user,14,MI
R_user_92026,user,47,NE
M_user_92027,user,50,DE
Q_user_92028,user,45,VI
N_user_92029,user,73,AL
R_user_92030,user,80,KE
U_user_92031,user,54,MA
I_user_92032,user,29,AL
V_user_92033,user,79,WE
I_user_92034,user,44,NO
J_user_92035,user,83,ID
Y_user_92036,user,69,MO
O_user_92037,user,48,MI
R_user_92038,user,15,NE
Y_user_92039,user,18,WI
D_user_92040,user,90,UT
B_user_92041,user,14,OK
O_user_92042,user,65,CO
Y_user_92043,user,27,AL
R_user_92044,user,39,NE
K_user_92045,user,97,KA
E_user_92046,user,27,HA
S_user_92047,user,28,NE
C_user_92048,user,16,AL
C_user_92049,user,94,AL
L_user_92050,user,35,OK
C_user_92051,user,20,LO
O_user_92052,user,37,FL
C_user_92053,user,49,IO
E_user_92054,user,61,NE
J_user_92055,user,38,NE
P_user_92056,user,63,ID
M_user_92057,user,18,SO
J_user_92058,user,80,OK
E_user_92059,user,17,IO
U_user_92060,user,48,MI
C_user_92061,user,92,WA
A_user_92062,user,25,MI
N_user_92063,user,84,NE
O_user_92064,user,74,PE
G_user_92065,user,66,AL
Y_user_92066,user,22,ID
O_user_92067,user,22,VE
R_user_92068,user,31,OH
T_user_92069,user,98,SO
O_user_92070,user,74,MI
H_user_92071,user,98,UT
E_user_92072,user,88,PE
T_user_92073,user,60,WA
K_user_92074,user,57,WA
G_user_92075,user,33,ID
Y_user_92076,user,12,HA
C_user_92077,user,76,VE
T_user_92078,user,80,SO
Z_user_92079,user,26,OH
I_user_92080,user,63,HA
I_user_92081,user,51,NO
E_user_92082,user,60,MA
O_user_92083,user,85,MO
J_user_92084,user,93,NO
S_user_92085,user,21,IO
I_user_92086,user,76,GE
Y_user_92087,user,29,NE
T_user_92088,user,98,AL
B_user_92089,user,44,MO
A_user_92090,user,12,LO
T_user_92091,user,42,IL
E_user_92092,user,48,RH
Y_user_92093,user,74,NE
D_user_92094,user,25,NE
C_user_92095,user,93,AL
Y_user_92096,user,67,TE
C_user_92097,user,20,DE
Q_user_92098,user,59,NO
Y_user_92099,user,55,MA
V_user_92100,user,68,IL
N_user_92101,user,75,DE
I_user_92102,user,83,RH
S_user_92103,user,66,MA
T_user_92104,user,25,AL
C_user_92105,user,36,WI
T_user_92106,user,74,AR
J_user_92107,user,81,CO
O_user_92108,user,77,NE
I_user_92109,user,56,SO
F_user_92110,user,74,OR
C_user_92111,user,19,DE
V_user_92112,user,97,RH
U_user_92113,user,30,NE
L_user_92114,user,93,WA
S_user_92115,user,33,IN
W_user_92116,user,39,SO
C_user_92117,user,21,AL
V_user_92118,user,15,MI
X_user_92119,user,49,LO
P_user_92120,user,15,NE
G_user_92121,user,15,OK
G_user_92122,user,65,NO
J_user_92123,user,74,NE
Q_user_92124,user,56,WY
A_user_92125,user,15,HA
Y_user_92126,user,68,MA
G_user_92127,user,40,NO
I_user_92128,user,77,TE
Q_user_92129,user,43,SO
U_user_92130,user,79,MO
A_user_92131,user,82,IN
I_user_92132,user,65,NE
X_user_92133,user,77,OH
O_user_92134,user,31,AL
G_user_92135,user,38,NO
V_user_92136,user,32,UT
H_user_92137,user,44,NE
I_user_92138,user,65,AL
G_user_92139,user,69,NE
B_user_92140,user,52,MI
Z_user_92141,user,41,KA
B_user_92142,user,46,VI
J_user_92143,user,26,MI
Q_user_92144,user,33,WY
H_user_92145,user,76,NE
S_user_92146,user,59,VE
V_user_92147,user,70,MA
Q_user_92148,user,70,GE
J_user_92149,user,93,OK
C_user_92150,user,74,CO
B_user_92151,user,22,GE
J_user_92152,user,73,AL
A_user_92153,user,63,NE
D_user_92154,user,58,MI
A_user_92155,user,86,UT
R_user_92156,user,53,NE
W_user_92157,user,63,CO
G_user_92158,user,31,WE
Q_user_92159,user,47,NE
Z_user_92160,user,90,KA
N_user_92161,user,74,NE
E_user_92162,user,70,TE
B_user_92163,user,27,UT
D_user_92164,user,89,NE
H_user_92165,user,93,HA
Z_user_92166,user,49,AR
N_user_92167,user,57,AL
Y_user_92168,user,51,TE
L_user_92169,user,39,WY
S_user_92170,user,26,MI
Z_user_92171,user,90,ID
B_user_92172,user,78,IO
B_user_92173,user,58,NE
B_user_92174,user,31,PE
I_user_92175,user,44,CO
O_user_92176,user,51,SO
Y_user_92177,user,64,MI
D_user_92178,user,58,MA
N_user_92179,user,54,IO
J_user_92180,user,23,ID
R_user_92181,user,72,MI
Q_user_92182,user,66,WY
K_user_92183,user,42,WI
Z_user_92184,user,28,VE
L_user_92185,user,24,OK
A_user_92186,user,42,MI
E_user_92187,user,40,WA
J_user_92188,user,82,IN
U_user_92189,user,21,TE
A_user_92190,user,29,IO
A_user_92191,user,70,MA
C_user_92192,user,64,NE
F_user_92193,user,70,CO
W_user_92194,user,12,ID
Y_user_92195,user,94,OK
R_user_92196,user,66,CA
G_user_92197,user,95,NO
B_user_92198,user,69,LO
D_user_92199,user,31,NO
P_user_92200,user,45,MA
H_user_92201,user,74,ID
A_user_92202,user,65,FL
L_user_92203,user,13,AL
A_user_92204,user,86,MI
M_user_92205,user,56,SO
Q_user_92206,user,81,GE
G_user_92207,user,52,TE
I_user_92208,user,59,AL
S_user_92209,user,30,GE
S_user_92210,user,38,MA
R_user_92211,user,47,PE
U_user_92212,user,61,AR
P_user_92213,user,76,WE
F_user_92214,user,34,NE
E_user_92215,user,78,FL
Y_user_92216,user,76,KA
U_user_92217,user,94,RH
B_user_92218,user,47,MI
H_user_92219,user,14,UT
Z_user_92220,user,69,MI
S_user_92221,user,78,WA
A_user_92222,user,75,MI
O_user_92223,user,58,GE
K_user_92224,user,26,WA
F_user_92225,user,34,OH
K_user_92226,user,85,AR
L_user_92227,user,39,MA
E_user_92228,user,13,IL
U_user_92229,user,47,MI
Y_user_92230,user,48,MI
W_user_92231,user,53,WE
B_user_92232,user,34,MI
E_user_92233,user,47,RH
D_user_92234,user,26,NE
V_user_92235,user,16,ID
O_user_92236,user,33,SO
O_user_92237,user,55,VI
R_user_92238,user,49,DE
G_user_92239,user,47,MI
W_user_92240,user,22,AL
Y_user_92241,user,18,IO
Z_user_92242,user,98,MA
B_user_92243,user,51,SO
N_user_92244,user,37,SO
T_user_92245,user,83,MI
O_user_92246,user,95,TE
R_user_92247,user,48,TE
I_user_92248,user,53,OK
D_user_92249,user,54,NO
K_user_92250,user,27,MA
V_user_92251,user,74,CO
B_user_92252,user,48,TE
S_user_92253,user,30,SO
W_user_92254,user,68,OH
Y_user_92255,user,31,CO
M_user_92256,user,68,VI
V_user_92257,user,98,NE
V_user_92258,user,37,MI
Y_user_92259,user,58,GE
C_user_92260,user,33,WI
B_user_92261,user,64,WE
H_user_92262,user,22,CA
N_user_92263,user,54,WI
V_user_92264,user,63,SO
X_user_92265,user,84,CA
V_user_92266,user,65,TE
P_user_92267,user,89,KE
F_user_92268,user,83,WE
R_user_92269,user,35,NE
A_user_92270,user,59,MA
Y_user_92271,user,72,DE
D_user_92272,user,62,IO
H_user_92273,user,25,MO
V_user_92274,user,76,NE
S_user_92275,user,32,UT
F_user_92276,user,19,OR
G_user_92277,user,89,KE
M_user_92278,user,12,WI
W_user_92279,user,20,KE
G_user_92280,user,91,OK
J_user_92281,user,35,NE
R_user_92282,user,67,RH
Y_user_92283,user,18,KE
Y_user_92284,user,63,NE
A_user_92285,user,48,CO
X_user_92286,user,12,HA
F_user_92287,user,24,NE
F_user_92288,user,74,NE
R_user_92289,user,58,NE
D_user_92290,user,47,NE
J_user_92291,user,83,FL
M_user_92292,user,40,MO
L_user_92293,user,31,NE
P_user_92294,user,49,MO
M_user_92295,user,15,VI
S_user_92296,user,78,LO
D_user_92297,user,61,TE
W_user_92298,user,74,LO
H_user_92299,user,83,RH
C_user_92300,user,64,GE
V_user_92301,user,64,NO
Y_user_92302,user,81,MI
A_user_92303,user,84,FL
W_user_92304,user,17,NE
K_user_92305,user,30,MI
B_user_92306,user,47,IL
H_user_92307,user,17,WY
W_user_92308,user,91,AR
Y_user_92309,user,52,MI
I_user_92310,user,37,MA
K_user_92311,user,94,SO
P_user_92312,user,59,MI
S_user_92313,user,18,UT
Q_user_92314,user,60,VI
P_user_92315,user,72,NE
R_user_92316,user,63,GE
S_user_92317,user,98,OK
X_user_92318,user,24,AR
X_user_92319,user,41,NE
H_user_92320,user,40,IO
G_user_92321,user,47,NO
Z_user_92322,user,57,DE
S_user_92323,user,14,IN
I_user_92324,user,31,NO
A_user_92325,user,96,NO
R_user_92326,user,23,FL
T_user_92327,user,36,CA
E_user_92328,user,53,CO
A_user_92329,user,84,KE
V_user_92330,user,56,LO
I_user_92331,user,97,UT
Z_user_92332,user,35,NE
E_user_92333,user,25,NE
S_user_92334,user,49,SO
Y_user_92335,user,46,AL
Y_user_92336,user,82,AL
N_user_92337,user,45,MI
Z_user_92338,user,78,CA
U_user_92339,user,97,IO
T_user_92340,user,40,SO
D_user_92341,user,22,AL
O_user_92342,user,63,WA
R_user_92343,user,88,NE
A_user_92344,user,72,MO
N_user_92345,user,86,IN
U_user_92346,user,24,NE
K_user_92347,user,18,LO
U_user_92348,user,12,MI
K_user_92349,user,70,ID
D_user_92350,user,28,NE
M_user_92351,user,71,IN
F_user_92352,user,50,AL
T_user_92353,user,91,NE
T_user_92354,user,85,IO
P_user_92355,user,80,NO
K_user_92356,user,89,IN
K_user_92357,user,87,DE
C_user_92358,user,28,SO
X_user_92359,user,40,IN
S_user_92360,user,47,CA
C_user_92361,user,79,MI
E_user_92362,user,25,WA
R_user_92363,user,73,OK
Q_user_92364,user,72,AR
I_user_92365,user,43,NE
C_user_92366,user,95,MO
N_user_92367,user,91,VE
Q_user_92368,user,37,NE
X_user_92369,user,83,MI
X_user_92370,user,86,MI
Z_user_92371,user,62,AL
P_user_92372,user,78,OR
B_user_92373,user,93,SO
C_user_92374,user,21,VI
Z_user_92375,user,73,MO
I_user_92376,user,70,MI
F_user_92377,user,91,NE
E_user_92378,user,68,VI
M_user_92379,user,43,SO
H_user_92380,user,34,TE
K_user_92381,user,89,IL
X_user_92382,user,42,SO
C_user_92383,user,70,IO
W_user_92384,user,85,NE
B_user_92385,user,21,WI
L_user_92386,user,65,TE
P_user_92387,user,91,TE
S_user_92388,user,67,WY
J_user_92389,user,96,MO
U_user_92390,user,67,AR
X_user_92391,user,40,WI
H_user_92392,user,32,KE
C_user_92393,user,33,GE
M_user_92394,user,31,IL
W_user_92395,user,21,IN
Q_user_92396,user,53,NE
Z_user_92397,user,18,NE
V_user_92398,user,14,VE
S_user_92399,user,86,CA
W_user_92400,user,22,PE
I_user_92401,user,35,MA
H_user_92402,user,28,AR
N_user_92403,user,27,IO
Q_user_92404,user,67,VE
I_user_92405,user,66,SO
C_user_92406,user,36,OR
B_user_92407,user,43,VE
Z_user_92408,user,25,VI
Z_user_92409,user,61,MA
G_user_92410,user,28,WI
W_user_92411,user,78,TE
D_user_92412,user,12,RH
K_user_92413,user,95,DE
F_user_92414,user,24,NE
D_user_92415,user,89,MA
E_user_92416,user,84,AL
Y_user_92417,user,62,AR
O_user_92418,user,23,CO
I_user_92419,user,12,NE
Q_user_92420,user,57,AR
B_user_92421,user,86,OR
E_user_92422,user,64,DE
O_user_92423,user,87,TE
X_user_92424,user,36,DE
E_user_92425,user,95,MA
Z_user_92426,user,72,NE
E_user_92427,user,75,VE
Q_user_92428,user,76,AL
E_user_92429,user,25,IL
U_user_92430,user,18,NO
X_user_92431,user,76,IN
R_user_92432,user,17,KA
F_user_92433,user,97,AL
L_user_92434,user,82,PE
H_user_92435,user,12,LO
O_user_92436,user,17,IN
G_user_92437,user,68,NE
Y_user_92438,user,87,FL
W_user_92439,user,34,MI
Q_user_92440,user,13,KA
C_user_92441,user,88,CO
M_user_92442,user,35,CA
W_user_92443,user,97,TE
L_user_92444,user,87,AL
M_user_92445,user,27,NE
U_user_92446,user,34,KA
T_user_92447,user,61,OK
B_user_92448,user,27,MI
A_user_92449,user,60,MI
G_user_92450,user,28,NE
F_user_92451,user,72,MA
I_user_92452,user,78,HA
W_user_92453,user,46,TE
F_user_92454,user,72,MA
R_user_92455,user,98,CO
H_user_92456,user,31,SO
G_user_92457,user,91,WA
R_user_92458,user,86,NE
A_user_92459,user,38,VE
C_user_92460,user,73,VI
Q_user_92461,user,30,OH
X_user_92462,user,56,VE
Q_user_92463,user,16,NO
U_user_92464,user,67,MO
Y_user_92465,user,41,OK
I_user_92466,user,21,WI
H_user_92467,user,21,IN
E_user_92468,user,29,LO
N_user_92469,user,30,MA
R_user_92470,user,58,CA
Y_user_92471,user,43,CO
K_user_92472,user,63,MA
T_user_92473,user,33,AR
M_user_92474,user,31,VI
Z_user_92475,user,55,TE
V_user_92476,user,78,MI
L_user_92477,user,75,LO
P_user_92478,user,91,NE
T_user_92479,user,69,OK
E_user_92480,user,54,NE
L_user_92481,user,82,MI
T_user_92482,user,84,NE
F_user_92483,user,57,MI
A_user_92484,user,87,AR
E_user_92485,user,76,VE
N_user_92486,user,22,MI
U_user_92487,user,36,MA
Z_user_92488,user,14,SO
S_user_92489,user,35,NE
L_user_92490,user,22,MI
K_user_92491,user,82,WY
L_user_92492,user,58,KA
B_user_92493,user,27,TE
T_user_92494,user,83,WA
A_user_92495,user,79,KA
I_user_92496,user,47,MA
Q_user_92497,user,56,PE
T_user_92498,user,49,DE
C_user_92499,user,82,LO
Y_user_92500,user,74,MA
P_user_92501,user,67,MA
O_user_92502,user,98,HA
Z_user_92503,user,17,ID
S_user_92504,user,73,OK
J_user_92505,user,43,WE
I_user_92506,user,99,NE
V_user_92507,user,52,IN
S_user_92508,user,31,NE
Z_user_92509,user,57,IN
S_user_92510,user,79,FL
B_user_92511,user,14,NE
N_user_92512,user,89,IN
J_user_92513,user,12,SO
V_user_92514,user,35,SO
S_user_92515,user,92,NE
T_user_92516,user,56,AR
J_user_92517,user,20,NO
D_user_92518,user,71,SO
V_user_92519,user,34,CA
Y_user_92520,user,68,CA
R_user_92521,user,99,WI
Y_user_92522,user,76,NE
Q_user_92523,user,98,NO
B_user_92524,user,49,CA
I_user_92525,user,13,IN
F_user_92526,user,47,RH
D_user_92527,user,21,CA
G_user_92528,user,96,IN
P_user_92529,user,89,WA
O_user_92530,user,34,CO
E_user_92531,user,23,AL
G_user_92532,user,37,WY
C_user_92533,user,40,UT
N_user_92534,user,99,VE
F_user_92535,user,58,KE
D_user_92536,user,57,NE
D_user_92537,user,91,CO
N_user_92538,user,74,NE
E_user_92539,user,27,TE
S_user_92540,user,83,IO
T_user_92541,user,26,IL
M_user_92542,user,51,AL
T_user_92543,user,67,VI
T_user_92544,user,48,MO
F_user_92545,user,39,NE
N_user_92546,user,37,MA
O_user_92547,user,62,CO
D_user_92548,user,60,KE
Z_user_92549,user,33,NE
Z_user_92550,user,30,NE
K_user_92551,user,15,DE
O_user_92552,user,92,SO
J_user_92553,user,45,AR
R_user_92554,user,28,NE
P_user_92555,user,44,WY
C_user_92556,user,34,ID
W_user_92557,user,48,NE
T_user_92558,user,17,MA
R_user_92559,user,21,HA
A_user_92560,user,84,MO
R_user_92561,user,40,MA
